4,The Gulfs green buildings  Amman CNN,Coolest green buildings in the Gulf
4,NYTimes N.R.A. Attacks Obama & Daughters in Video  repugnant.,N.R.A. Attacks Obama in Video
4.4,Awful.  More than 800 NYC rape cases to be reviewed for forensic mistakes ",More than 800 NYC rape cases reviewed for mistakes
1,Here is my question is lance being punished for cheating or for cheating better,Public lashes out at Armstrong
2.8,The reason Kindles exist The Onions tossing out an ebook biography of Biden,ArtsBeat Biden Getting an Autobiography From The Onion (Whether He Wants It or Not)
3.4,Info Miami’s Design District Looks for an Upgrade A proposed $312 million renovation is expected to transform t ,Miamis Design District Looks for an Upgrade
4,Broken limbs torn lives in northern Mali  Islamism Sharia,Broken limbs torn lives in Mali
4.4,Journalists take a hint from Andrew Sullivan ,Journalists learn from blogger Sullivan
0,This sweet love story made me weepy. No really,The Race Grows Sweeter Near Its Final Lap
3,North Korea beats war drums ,N. Korea makes new threats against U.S.
4.2,Russian influence on rise in Israel,Rise of Russians in Israel
4,Life under Islamist Militants  Broken limbs torn lives in northern Mali,Broken limbs torn lives in Mali
4.4,Good Grief indeed Charlie Brown gets arrested,Good grief Charlie Brown actor charged
3.8,  Death toll climbs to 220 in Brazil nightclub fire official says.  incredibly sad horrifying,Hundreds killed in Brazil nightclub fire
3.2,Sad but brings back memories of inkstained hands reading her column. What a life. NYTimes Dear Abby Dies at 94,Pauline Phillips Flinty Adviser to Millions as Dear Abby Dies at 94
3,In Desert Outposts Border Agents Keep Watch  elpaso elchuco lafrontera mexico,At Remote Outposts Border Agents Sift for Clues
2,The closest Ill every get to Hollywood GreenFashion on the Red Carpet,IHT Rendezvous Green Fashion on the Red Carpet
4,Again NYTimes 787 Jet Leaks Fuel During Safety Test,Japan Airlines Says 787 Jet Leaked Fuel During Safety Test
0.6,Some Daily on Daily crime right here. MT   on filib. reformunintelligible,Bipartisan Filibuster Deal Is Taking Shape in Senate
3.8,North Koreas Missile Movements Worry U.S.   THOM SHANKER and DAVID E. SANGER,Movement of Missiles by North Korea Worries U.S.
3.8,We are excited to see what happens South Park Creators Start "Important Studios"  southpark,South Park Creators to Start Company Important Studios
3.6,CNN Helicopter crash rains debris on London street,Helicopter crashes in London rush hour
4.2,Online prodigy Aaron Swartz commits suicide God why ,Online activist Aaron Swartz commits suicide
2.6,Is Studio 54 like the 60s if u can remember it u werent really there Selling Some Old Sparkle Fr Studio 54,Studio 54 Memorabilia to be Sold at Auction
2,The climate is changing not in the distant future but now,An Alarm in the Offing on Climate Change
2.6,Extreme weather expect the unexpected,Extreme Weather Grows in Frequency and Intensity Around World
2.4,Ada Bryant and Robert Haire  You go girl,Ada Bryant Robert Haire  Weddings
4.2,NYT on Aaron Swartz A Data Crusader a Defendant and Now a Cause,Aaron Swartz a Data Crusader and Now a Cause
0.8,Ignore the headline more than 220 click on the link for updated via CNN. Were seeing the numbers climb higher ,Hundreds killed in Brazil nightclub fire
0,Im regretful that it has to come to this for some.,Tibetan sets himself on fire to protest Chinese rule
3.8,scaryyyyy Questioning Greek Growth,WORLD Green Questions About Greek Growth
3.6,Tragic news A Data Crusader a Defendant and Now a Cause,Aaron Swartz a Data Crusader and Now a Cause
4.2,You better believe in climate change its real @ Federal Report Sees Big U.S. Impacts from Global Warming,Dot Earth Blog Draft Federal Report Sees Big U.S. Impacts from Global Warming
2.8, Popular gun nut* shot dead in own home NRA thinks he needed more guns,Producer of popular gunrelated videos found fatally shot
3.6,This is so sad  245 people killed in Brazil nightclub fire police tell state news agency. ,Hundreds killed in Brazil nightclub fire
3.4,Former Australian PM says "I Went After Guns. Obama Can Too.",OpEd Contributor Australia Banned Assault Weapons. America Can Too.
4.25,NYTimes Diderot an American Exemplar Bien Sûr A free thinker,OpEd Contributor Diderot an American Exemplar Bien Sr
4.6,Good grief Charlie Brown voice actor charged   law legal,Good grief Charlie Brown actor charged
3.4,SL Putting a Number on Smokings Toll,Well Long Term Effects on Life Expectancy From Smoking
2.6,Is it a coincidence the most Miss Americas come from the South,OpEd Contributor Racial Politics and Miss America
3.4,Britain teeters toward tripledip recession  CNNMoney,Britain risks new recession
1.8,Million Man March; promises to bring change in bleeding Pakistan   TahirulQadri 14Jan,Million Man March promises to paralyze Pakistani capital
4.4,America the Saudi Arabia of tomorrow   Good Luck Saudi ),America Saudi Arabia of tomorrow
3,French Twitter case involving the identities behind racist comments is only latest skirmish over Internet speech,Twitter Ordered to Help Reveal Sources of AntiSemitic Posts
0.6,"Not all smoothies are created equal",9 calorie bombs at restaurants
3.2,US Hospitals Turn Away Visitors With Flu Symptoms  NYT,Hospitals Place Restrictions on Visitors of Flu Patients
3.6,NYTimes 232 Dead as Fire Sweeps Through Nightclub in Brazil (locked security doors and band pyrotechnics),Scores Dead as Fire Sweeps Through Nightclub in Brazil
3.8,va  Supreme Court Hears Argument on the F.C.C.s Authority to Rule on Cellphone Towers,Supreme Court Hears Argument on Cellphone Towers
1.4,IHT Xiao Shu former journalist at Southern Weekend gives insider take on iron grip of censorship.,OpEd Contributor Dim Hopes for a Free Press in China
2.6,Wtf it happened again. Police 7 men gang rape bus passenger in India ,Six arrested over new gangrape on bus
3.8,Youth The  wants to know "Does Facebook Ever Make You Feel LOUSY" Share HERE,The Learning Network Blog Student Opinion | Does Facebook Ever Make You Feel Bad
3,Da CNN  At least 245 killed in Brazil nightclub fire Update,Hundreds killed in Brazil nightclub fire
4.8,Horse meat discovered in hamburgers meat in UK and Ireland,Horsemeat found in hamburgers in Britain and Ireland
2.8,Dear Abby Dies at 94 . Dear Abby Are birth control pills deductible Bertie Dear Bertie Only if they dont work.,Pauline Phillips Flinty Adviser to Millions as Dear Abby Dies at 94
3.8,Jared Diamond book worth reading "The World Until Yesterday",The World Until Yesterday by Jared Diamond
4.4,Socialmedia makes folks more honest says Cornell prof Facebook LinkedIn,Social media make us more honest
3.2,Worlds best whitewater rafting  geekkenya,Worlds best place for water rafting
3.4,Casey Anthony has two of her four convictions thrown out.,Casey Anthony convictions thrown out
0.75,Workers being seen as just a cost   we all build this society and will get what we pay for,Opinionator | The Great Divide The Rise of the Permanent Temp Economy
3.8,on the need for humanity in online learning.,Online courses need human element to educate
4,Weird just the voice  Voice of Charlie Brown arrested charged. ",Good grief Charlie Brown actor charged
2.6,Opinionator Misconceptions(Linda Greenhouse),Opinionator Misconceptions About Roe v. Wade
4.4,Frum U.S. gun problem is not a race problem (must read),Americas gun problem is not a race problem
0.2,Free speech is a basic democratic right except in France Twitter,Twitter Ordered to Help Reveal Sources of AntiSemitic Posts
2.8,Goed initiatief inkomen op kwaliteit en niet op verrichtingenNew York City Ties Doctors Income to Quality of Care,New York City Hospitals to Tie Doctors Performance Pay to Quality Measures
3,Art meets technology before tragedy photog Taryn Simon & computer genius Aaron Swartz create a project  via NY Times,The 6th Floor Blog Taryn Simon and Aaron Swartzs Experiment with Images
4,Wow what a story In the Subways a Voice to Stir the Soul,In the Subways Geechee Dans Voice Stirs the Soul
3.4,Microsofts Windows 8 sales are OK not great,Microsofts Windows 8 sales are big  just not big enough
0.2,Death is bad enough,Your Money A Shocking Death a Financial Lesson and Help for Others
3.8,"Husbands of Hollywood"genderflipped satire of reality TV & subtle commentary on limited options for black actors.,Critics Notebook Real Husbands of Hollywood and Lack of Black Male Leads
4,setting the bar good move "WalMart Plans to Hire Any Veteran Who Wants a Job",WalMart to Announce Extensive Plan to Hire Veterans
4.2,NYTimes Apple May Be Big but It Isn’t a Bellwether (my column),Strategies Apple Stock Isnt a Bellwether Even if Its Big
2.8,Schrecklich 😢  At least 90 killed in Brazil nightclub fire ,Hundreds killed in Brazil nightclub fire
4,Fortunes of Facebook may hinge on search  is this the Big Reveal,Fortunes of Facebook May Hinge on Searches
3.2,What is the price of insulting the king in Thailand 10 years in prison for activist Somyot Pruksakasemsuk,Activist gets 10 years for king insult
2.2,Sheriff I wont enforce Obamas gun laws Hes 1 black guy they r US laws & calm the fuck down overparanoia&racism,Sheriff wont enforce unconstitutional gun laws
2.2,Mining Electronic Records for Health Data May Greatly Benefit Medical Research Not Necessarily Reduce Costs of Care,Mining Electronic Records for Revealing Health Data
4.6,NYTimes Mad Men Set to Return on April 7. Excellent news.,ArtsBeat Mad Men Set to Return on April 7
4.6,Greek FM Small chance Greece leaves EU,Greek FM Small chance of euro exit
1.4,Dad its only my books I am friends with.   Malala womenonthefrontline,The front lines in fight for women
3.8,lovely tribute her responses to readers qtns priceless. Read bacon frying and you could move. Dear Abby Dies at 94,Pauline Phillips Flinty Adviser to Millions as Dear Abby Dies at 94
4.6,Which country has most economic freedom  economy economics,Country with freest economy is 
3.6,4hour work guru on China outsourcer Bad karma  CNN International,4hour work guru on outsourcer
4.6,Part 4 Answers to Your Questions About the FAFSA finaid scchat,The Choice Blog Part 4 Answers to Your Questions About the Fafsa
1.75,Chilling fact that the biggest safety concern for women serving in military is risk of sexual attack from comrades.,OpEd Columnist Military Women and the Front Lines
4,Finally a little RESPECT for Vets WalMart Plans to Hire Any Veteran Who Wants a Job,WalMart to Announce Extensive Plan to Hire Veterans
3, Breaking 250 killed 200 more injured in Brazil nightclub inferno. " Crazy,Hundreds killed in Brazil nightclub fire
3.2,"Pray for Me". Defense Secretary Panetta in Audience With Pope,Defense Secretary Leon Panetta Meets Pope
4.4,John Cale in Paris and Along the Borderline.  music,Q. and A. With John Cale in Paris and Along the Borderline
2.8,An rising star on Londons thespian scene tells his story of  Being Bin Laden,OpEd Contributor I Played Osama bin Laden in Zero Dark Thirty
2.6,Casting Lindsay Lohan careening debt and porn stars. What could go wrong What Happens When You Hire LL.,Here Is What Happens When You Cast Lindsay Lohan in Your Movie
4,Saudis Monsters try to defend Sri Lankan maids execution  p2 tcot,Saudis defend maids beheading
3.8,HE nvr gives vision wo provision & hell use whoevr2bring itWinfreys LowRated Cable Channel Is Poised 2 Break Through,Winfreys LowRated Cable Channel Is Poised to Break Through
4.2,A MUST READ by  How Turkey Can Make Peace With the Kurds,OpEd Contributor How Turkey Can Make Peace With the Kurds
2.25,Lovely piece in the NYT on a 40year marriage and how their gay sons struggle became a unifier,Making It Last Conservative Meets Liberal and 40Year Marriage Begins
1.6,What exactly is going on in Mali  @,French Say Airstrikes in Mali Blocked Rebel Advance
3.4,Gabby and Mark The new Bradys of gun control TGDN LIBS PLAY DIRTY AS NORM,The new Bradys of gun control
4.6,NRAs video game smacks of hypocrisy NRA guncontrol,NRAs video game hypocrisy
4.6,Frum US. gun problem is not a race problem,Americas gun problem is not a race problem
4.2,All from a kid starting an online petition. NYTimes PepsiCo Will Halt Use of Additive in Gatorade,Gatorade Listens to a Teen And Changes Its Formula
3.6,Al Pacino to play Joe Paterno in Brian De Palmas tentatively entitled film "Happy Valley"  sportsbiz,Pacino to Play Paterno in Film
3.6,Source say at least 150  At least 90 killed in Brazilian nightclub fire officials say. ",Hundreds killed in Brazil nightclub fire
3.8,NYTimes Debunking Darwin. Was He Wrong About Dating sex gender,Opinion Darwin Was Wrong About Dating
3.6,From the She Owns It business group  More Thoughts on Growing Your Business  and Helping Employees,Youre the Boss Blog More Thoughts on Growing Your Business  and Helping Employees
0,Well at least we know the slides work now.,Boeing 787s Are Grounded by Japanese Airlines
3.4,NYTimes What We Don’t Know Is Killing Us Couldnt agree more e.g. research on IPV homicides & guns is critical.,Editorial What We Dont Know Is Killing Us
2.6,BHO Gun Proposal 2 Look Beyond Mass Shootings in taking steps to completely disarm Americans so that only Elites prtctd,Obama Gun Proposal to Look Beyond Mass Shootings
3,The deadly toll of cluster bombs in Syria,Gruesome toll of cluster bombs
4.4, pay it forward  Note on a napkin This meal is on us ,Note on napkin This meal is on us
1,Jacqui Weaver tells the NY Times I do have friends in Australia who now refer to me as Hollywood Jack,Jacki Weaver and the Lord of Greenwich Village
1.8,Flowers in winter  Camellias are some of my favorite prerennials.,In the Garden Camellias Ready for a Cold Snap
4.2,Go Obama. Obama Calls for Broad Action on Guns,Obama to Ask Congress to Toughen Gun Laws
4.2,Is Pakistan becoming "SouthAsias Dreamliner"  Official refuses order to arrest Prime Minister Ashraf,Pakistani Official Refuses Order to Arrest Prime Minister
4,Google Gains From Creating Apps for the iPhone HealthIT hcsm,Google Gains From Creating Apps for the Opposition
0,I was definitely spending it on obscure sheet music and concert tickest. MisspentYouth,Big City New Generation Confronts Unaffordable Luxury of Food
1,A Generation Gap Not on This Web Site (Harvard Business School),A 20Somethings Web Site for Women Over 40
1.6,Eddie Huang in the NY Times. i vibe this dude so hard,Eddie Huang Defies Description
3.8,Rangel More equal military Bring back draft deployment usaf military,A more equal military Bring back draft
3.4,France confronts Mali jihadists,France vows to halt Mali jihadists
3,The amount of organizations and clubs at college is overwhelming Choose carefully before dedicating your time,The Choice Blog Lessons From a College Student Finding Your Fit on Campus
3,Lol errm "test" on the U.S. of A. damn North Korea says new nuclear test will be part of fight against U.S. ,N. Korea makes new threats against U.S.
3.6,Morsi s Slurs Against Jews Stir Concern  Does any one in Obama s administration know how to read English,Morsis Slurs Against Jews Stir Concern
4,"Vine is Twitters attempt to be the Instagram of Video" Form a nerdier sentence. Dont try Its Impossible,Vine is Twitters attempt to become the Instagram of video
4,Mark Sanford the exGovernor of South Carolina & "Hiking the Appalachian Trail" to Run for Congress,Sanford ExGovernor of South Carolina to Run for Congress
3.2,Where to Go in 2013 by    offers insightful explorations to most of these,The 46 Places to Go in 2013
1.6,peter is not in the top ten but mo bertie and gus are "The top baby names of 2013",Parenting.coms top baby names
4,NYTimes Queens School Is Locked Down After Gun Is Found in 7YearOlds Backpack  is there no end,Gun Found in 7YearOlds Backpack at Queens School
4.6,What choo talkin bout Mr. D  RIP Conrad Bain Father on Diffrent Strokes Dies at 89,Conrad Bain Actor on Diffrent Strokes Dies at 89
4.8,Facebook unveils new search tool,Bits Blog Facebook Unveils a New Search Tool
2.2,GunReform for a Generation,Editorial President Obamas Plan for Gun Reform
3.8,Is it me or is the main ingredient in Coke sugar In Ads Coke Confronts Sodas Link to Obesity,Coke TV Ads Confront Obesity and Sodas Role
4.2,Excellent analysis of the housing market recovery  Housing Offers Hope of Strength in the Economy,High & Low Finance Signs of a Housing Recovery Point to a Stronger Economy
3.6,Williams Starts Fast but Pace Suits Rockets,Williams Starts Strong but Nets Dont Follow in Loss to Rockets
4.8,QUEBRA TUDO J.J. Abrams to Direct Next ‘Star Wars’ Movie,J.J. Abrams to Direct Next Star Wars Movie
2.8,WOW  announcing plan to hire EVERY veteran who wants a job  w a few conditions. They anticipate 100k+ hires,WalMart to Announce Extensive Plan to Hire Veterans
3.6,In Britain Basketball Can Be a Tough SellWHY WOULD BRITS GET EXCITED BOUT PRO BBTHEY GOT "FOOTBALL"2 KEEP THEM BORED.,In Britain Basketball Is Somewhat of a Tough Sell
2.8,At least 90 killed in Brazil nightclub fire " Kropp left that country in the nick of time.,Hundreds killed in Brazil nightclub fire
3.4,dutch automat  Returning Zing to Dutch Cooking,Putting Spice Into Dutch Cooking
3,Man held after subway attack in Philadelphia  omg,Man held after woman thrown onto subway tracks in Philadelphia
1,Who Decides the Laws of War  It belongs in civilian courts.,News Analysis Military Tribunals and International War Crimes
4.4,Former Alaska Gov Sarah Palin is no long a commentator for Fox News,Fox News and Sarah Palin Part Ways
2.4,New York lawmakers agreed on changes to gun laws Ills,New York Legislators Hope for Speedy Vote on New Gun Laws
4,Lance Armstrong [Finally] Admits Doping Says He Will Testify,Armstrong Admits Doping and Says He Will Testify Against Cycling Officials
3.8,Hong Kong takes the Internet speed title with 54.1 Mbps.,Hong Kong takes Internet speed title
1.2,Where is justice They ran him over because he was black,Victims son It was a hate crime
3,reflects on doctors who take time off & then start seeing patients again.,Doctor and Patient When the Doctor Returns to Doctoring
3.8,Sheen wants to return to 2.5 Men but has his past image ruined that coePR205,Sheen wants to return to Two and a Half Men
4.2,Good Read Challenges for Women in India,Challenges of being woman in India
4,NYTimes Richard G. Stern Writers Writer Dies at 84 Big loss,Richard G. Stern a Writers Writer Is Dead at 84
0,Fantastic read from  on imprtnce of narratives " stories not algorithms give order to our hectic world.",Opinion TV The Thinking Persons Entertainment of Choice
4,"2012 The Year of Extreme Weather"   ClimateChange Drought NationalClimateAssessment GlobalChangeResearch,IHT Rendezvous 2012 The Year of Extreme Weather
3,La vision amricaine sur M.Kaspersky est peu flatteuse Security Firm Discovers CyberSpy Campaign,Bits Blog Security Firm Discovers Global Spy Campaign
3.8,Sweet sweet story. NYTimes A Dolls Magic Free to Renew,A Dolls Magic Free to Renew
4.6,A New Housing Boom Don’t Count on It  By ROBERT J. SHILLER ,A New Housing Boom Dont Count on It
3.2," (UK fave) "Mate why dont skip killing people night Its too cold." NYC murderers in last 9 days,Cold Wave Cut Murders in New York City Significantly
3.8,Take that Texas. White House Rejects Petitions to Secede but Texans Fight On,Texas Secession Movement Unbowed by White House Rejection
1.4,No Deal on Teachers Union Evaluations; NYC Risks Losing $450 Million,New York City Talks on Teacher Evaluations
4.2,Interesting perspective  NYTimes A New Housing Boom Don’t Count on It,A New Housing Boom Dont Count on It
3.75,Battle behind Chinas Firewall,Working behind Chinas Great Firewall
3.6,NYTimes Analysis of Armstrongs Interview With Winfrey its shame (but we know it) congrutalionlance,The Lede Blog Live Updates on Armstrongs Oprah Interview
2.8,Too many s*tty men in India another gang rape,Six arrested over new gangrape on bus
4.2,Vodka is saving lives Well a puppys life ,Booze saves puppys life
3,jl NYT U.S. Military Stops Sending Some Detainees to Afghan Custody  p2 topprog,U.S. Military Stops Sending Detainees to Some Afghan Prisons on Rights Fears
4,Loving the street style from the Couture in Paris Fashion,T Magazine Street Style from the Couture in Paris
3.2,asked many people (including yours truly) if LanceArmstrong deserves another chance. Interesting views,Give Lance another chance
1.2,Travel photos that you wish you had taken ,Todays photo Thai temple
3.2,Pentagon to lift combat ban for women  How about banning combat for men,Pentagon Lifting Ban on Women in Combat
3.8,Doing Good (and Burnishing Images Too)  celebrity charity,The Carpetbagger Doing Good (and Burnishing Images Too)
3.6,Iran Currency Falls Further on U.S PRESSURE Over Banks transactions,Iran Currency Falls Further on Concerns Over Bank
2,Kitty Cams study found that four of the cats were twotiming their owners and more in this cat story.,Well Pets Holly the Cats Incredible Journey
1.6,Union membership falls to 97year low 11.3%. People will still find ways to blame them for everything.,Union Membership Drops Despite Job Growth
1.8,Who spends so much money on food Thats so retarded ) The Unaffordable Luxury of Food,Big City New Generation Confronts Unaffordable Luxury of Food
3.25,Sent from the CNN App for Android At least 245 killed in Brazil nightclub fire,Hundreds killed in Brazil nightclub fire
3.2,Google Gains From Creating Apps for iPhone. Google Maps is 1 App.,Google Gains From Creating Apps for the Opposition
3.4,Get it together Sun (Oracle) Homeland Security warns users to disable Java. CyberSecurity,Disruptions U.S. Agency Warns of Java Software Problem
3.4,unreal  If you have not heard of the acid attack on the Bolshoi director. ,Acid attack on Russia ballet director
3.2,Tragic. My thoughts and prayers go out to all "At least 220 killed in Brazil nightclub fire",Hundreds killed in Brazil nightclub fire
3.8,Potentially explosive legal battle Catholic hospital argues fetus not a person,Catholic hospitals lawyers argue fetus not a person
4,Kyle Stanley Gained from Pain of Squandered Lead at Torrey Pins Kyle Stanley this week is back at Torrey Pines ,Kyle Stanley Gained from Pain of Squandered Lead at Torrey Pines
2.2,Scarcity and Financial DecisionMaking.,Hanging On In Debt and Digging Deeper to Find Relief
3.6,Holy crap ( "2 killed as helicopter crashes into crane in central London",Helicopter crashes in London rush hour
3.2,U.S. singlemalt whiskey has arrived,American SingleMalt Whiskeys Serve Notice
3,Allergybullying Apparently this is a real problem.,Allergy bullying When food is a weapon
3.6,World awaits Oprahs Armstrong interview not me Im not watching,World awaits Oprahs Lance Armstrong interview  but will it change anything
0,Homicide 2 cause of death in 1524yrolds in US 4 out of 5 of these deaths from guns,America flunks its health exam
1.8,A Library doll is loaned out to children,A Dolls Magic Free to Renew
4.4,Senate holds key to fixing Washington    thanks for that insight Ari p2 tcot,Senate key to fixing Washington
3,Cuba restricts travel for skilled people,Cuba limits travel for athletes workers
4,what is driving our growth in government spending facts,What Is Driving Growth in Government Spending
3.8,Its a start Kudos to this kid PepsiCo Will Halt Use of Additive in Gatorade,Gatorade Listens to a Teen And Changes Its Formula
0.4,Obamabacked gun bills a long shot. "This is ONE issue that me and the president happen to agree on.",Reform is a long shot in current Congress
3.6,Beyond the medias coverage of her emotions Clinton put out good info Five things we learned from Benghazi hearings,5 things we learned from Benghazi hearings
4.2,2France Were not the pacifists you think,Why France is not pacifist nation
3,Change the rules = Prez Romney  Electoral College Changes Would Pose Danger 4 Democrats ,FiveThirtyEight Electoral College Changes Would Pose Danger for Democrats
0.6,As Seen on TV ~ Black and Famous but Out to Pasture,Critics Notebook Real Husbands of Hollywood and Lack of Black Male Leads
2, Report 650 hostages freed by Algeria forces,Fear confusion in Algerian hostage crisis
4.2,Pray theyll stay together for the right reasons  Kobe Bryant wife calling off divorce ,Kobe Bryant and wife call off divorce
4.2,Harrowing stories Broken limbs torn lives in northern Mali,Broken limbs torn lives in Mali
4.8,NHL Players Begin Voting on Labor Deal; Approval Expected by Saturday  ABASAL Antitrust,Slap Shot N.H.L. Players Begin Voting on Labor Deal; Approval Expected by Saturday
1,Over 50 and Under No Illusions  Over 50 Invent yourself everyday,How 5 Older Workers Saw a Chance to Remake Their Careers
0.6,The power of user reviews  wielded for good or evil NYTimes Swarming a Book Online,A Casualty on the Battlefield of Amazons Partisan Book Reviews
4.6,Cool stuff 6 trends we saw at CES 2013 ,6 trends from CES 2013
3.6,At least 233 dead in Brazilian nightclub fire. (,Hundreds killed in Brazil nightclub fire
3.8,So sad news  245 people killed in Brazil nightclub fire.,Hundreds killed in Brazil nightclub fire
2,Ouch possibly  NYTimes Japan’s Business Culture Hovers Over Boeing’s Battery Choice ,Common Sense Selection of the Boeing 787s Battery Maker Raises Questions
3.4,What a loss of a great & inspirational mind Internet Activist a Creator of RSS Is Dead at 26 Apparently a Suicide,Aaron Swartz Internet Activist Dies at 26
3,Its Jail Time Charlie Brown,Good grief Charlie Brown actor charged
4.2,At long last the truth  Armstrong Admits Doping and Says He Will Testify,Armstrong Admits Doping and Says He Will Testify Against Cycling Officials
4.2,I am calling BS NYTimes Morsi Says His Slurs of Jews Were Taken Out of Context,Morsi Says Slurs of Jews Were Taken Out of Context
1.2,If youre a skier or snowboarder youll dig these On Snowy Slopes Fingers Glide Down the Touch Screen.,App Smart Apps Helps Skiers Get More Out of the Slopes  App Smart
2.4,David Gergen says Obamas 2nd inaugural will deepen division.  DidntSeeItComing,Was Obamas historic speech divisive
3,Please Read s  piece on the gruesome toll of deadly cluster bombs in Syria,Gruesome toll of cluster bombs
3.6,CSIS388_Dave Facebook disrupting online dating,How Facebooks Graph Search could disrupt online dating
4.2,U.S. steps up involvement in Mallpppppjpplpp,U.S. steps up involvement in Mali
1.8,I Went After Guns. Obama Can Too.  One of the only things I would agree with Howard on.,OpEd Contributor Australia Banned Assault Weapons. America Can Too.
3.4,So Wang Lijun did build a surveillance network.  Chinese Party and Business Officials Fired in Sex Scandal,Chinese Officials Fired Over Sex Scandal
4,NYTimes She’s (Rarely) the Boss smart as usual,OpEd Columnist Shes (Rarely) the Boss
3.4,Wow At least 245 killed in Brazil nightclub fire Update ",Hundreds killed in Brazil nightclub fire
4.6,Hot Luxury news Japanese airlines suspend Dreamliner flights after emergency land  see more,Japanese airlines suspend Dreamliner flights after emergency landing
0,Everyone should read s CNN column from today,Americas gun problem is not a race problem
4,BREAKING Police clash with protesters calling for dissolution of Pakistans government ,Police protesters clash in Pakistan
1.2,Mubarak goes to jail,Egypts Hosni Mubarak faces retrial
3.6,Honestly where are peoples rights being ruined in Obamas Gun Control Proposal,Whats in Obamas Gun Control Proposal
4.2,This is odd tsk  Catholic hospital argues fetus not a person,Catholic hospitals lawyers argue fetus not a person
2,Great to have  in the Press Pool to discuss his piece on the Presidents push for gun control.,Biden Meets With House Democrats on GunViolence Proposals
3.2,The classic American fame and blame game. The Point of Lance,OpEd Columnist The Point of Lance Armstrong
2.4,Djokovic sets sights on Paris party,Djokovic 3 Aussie wins in a row
4,Pakistan’s Premier Intervenes in Fire Inquiry,Pakistans Ashraf Intervenes in Fatal Fire Investigation
4.4,Kinship care & siblings After FosterCare Yrs a Woman Becomes a Role Model for Her Sisters,The Neediest Cases After Foster Care Becoming a Role Model for Her Sisters
0,Looks like we could get something right,GOP balks at gun control proposals
4,You should read this The Lifting of a Veil Discreetly,The TV Watch Jodie Foster Lifts a Veil at Golden Globes
3.2,Interesting Piece Being Bin Laden  films zerodarkthirty,OpEd Contributor I Played Osama bin Laden in Zero Dark Thirty
4.2,U ds boi ehn Piers slams guest over AR15s ",Piers guest clash over AR15s
4.8,Bad tweet (news) of the day For Rape Victims in IndiaPolice r Often Part of Problem reports ",For Rape Victims in India Police Are Often Part of the Problem
0,These Law Enforcers Will Stop at Nothing,Movie Review Gangster Squad With Sean Penn Ryan Gosling and Emma Stone
2.4,Populist without a backbone elected by popular vote supported by heavy media campaign Zeman CzechRepublic,Former Prime Minister Is Elected President of Czech Republic
4,Artley Getting 10 million Twitter followers,How to get 10 million followers on Twitter
2.8,hmmm shes filing for bankruptcy ,Casey Anthony files for bankruptcy
4,Mali Need Not Be Frances Afghanistan,IHT Rendezvous Mali Need Not Be Frances Afghanistan
1,War on Evil War on Sociopaths Banning guns sounds like it will work a lot better than that War on Drugs stuff.,Obama Gun Proposal to Look Beyond Mass Shootings
1.2,be safe. ive heard on the news about chinas air pollution that is terrible,China Allows Media to Report Alarming Air Pollution Crisis
4.4,A Heroic Doctor Returns to Congo,Doctor Returns to Congo and Is Hailed as a Hero
3.6,NYTimes D. Brainerd Holmes a Leader in Space Race Dies at 91,D. Brainerd Holmes Top NASA Official Dies at 91
3.8,179 republicans vote no   House Approves $50.7 Billion in Emergency Aid for Sandy Victims,House Approves $50.7 Billion in Emergency Aid for Storm Victims
1,Nobelwinning economist on why we should care about climate change.,On the Nonequivalence of Greenhouse Gases and Entitlement Spending
4.4,NYT Most Emailed Pentagon Set to Lift Ban on Women in Combat Roles The groundbreaking decision overturns a 199 ,Pentagon Lifting Ban on Women in Combat
3,It is laughable to believe the whole story they never met Image Becomes a Puzzle as Theories on Teo Swirl,Image of Manti Teo Becomes Puzzle as Theories Swirl
3.6,Whod have thought an American hero could be a Canadian NYT Man Who Sheltered Americans in Tehran Dies at 88,John Sheardown Canadian Who Sheltered Americans in Tehran Dies at 88
4.4,Vampire Diaries spinoff coming to The CW its based in Nola,Vampire Diaries spinoff pilot coming to The CW
3.6,Poor creature MT  Amid 2dguessing marine rescuers decide not to remove stricken dolphin from Gowanus Canal.,The Hard Decision Not to Rescue an Ailing Dolphin
0.8,CNN Egypt clashes A stern Egyptian court ruling tied to a soccer riot spurred clashes that left at least 30 pe ,Egypt deploys troops to Suez to quell out of control clashes
4,lance armstrong quotes pure gold,Lances classic quotes
5,Gas prices creep up a bit,Gas prices tick up slightly
3.8,Indian Star (Sania Mirza) Tells of Life and Marriage in Media Fishbowl,Straight Sets Indian Star Tells of Life and Marriage in Media Fishbowl
0.8,Parent is defined as a point of origin. Im not done being the best parent I can be for Ben. Not by a very long measure,Families of Newtown School Massacre Victims Organize Against Gun Violence
3.4,New Facebook changes afoot  not to your profile (phew)  rather a new feature GraphSearch.,Facebook introduces Graph Search
4,Parsing What Jodie Foster Did (and Didnt) Say  Gotta be honest I had not idea what she was saying. goldenglobes,The Carpetbagger Parsing What Jodie Foster Did (and Didnt Say)
3.4,Aaron Swartz Internet Activist and a Creator of RSS Is Dead at 26 Apparently a Suicide.,Aaron Swartz Internet Activist Dies at 26
4.6,MT  NY Health Chief Defends Decision Not to Evacuate Hospitals   the importance of disaster OM,New York Health Chief Defends Decision Not to Evacuate Hospitals
